동영상 제목,게시일,영상 좋아요 수,댓글,작성자,댓글 작성일,댓글 좋아요 수
"[생중계] 지도부 총 출동! 진교훈 민주당 강서구청장 후보, '진짜일꾼' 집중유세! (2023.10.05 오후)",2023-10-05T10:00:06Z,2500,공정과상식,hyunheehong4321,2023-10-07T07:42:39Z,0
"[생중계] 지도부 총 출동! 진교훈 민주당 강서구청장 후보, '진짜일꾼' 집중유세! (2023.10.05 오후)",2023-10-05T10:00:06Z,2500,"강서구주민님들께서는
전~주민들이
복이많은가보다?
축하합니다 강서구주민님들~~~

진교훈과주민님들은
한덩어리가된다~~~

진교훈이구청장되면
빛나는강서구가될것이다
확실하다
강서구홧~팅입니다",조귀현,2023-10-07T05:05:23Z,2
"[생중계] 지도부 총 출동! 진교훈 민주당 강서구청장 후보, '진짜일꾼' 집중유세! (2023.10.05 오후)",2023-10-05T10:00:06Z,2500,"진교훈후보님 꼭 큰표차로 승리하시고
대한민국 민주주의의 시발점이 되어
주세요. 강서구민 여러분 응원합니다",드림드러머,2023-10-07T04:06:13Z,1
"[생중계] 지도부 총 출동! 진교훈 민주당 강서구청장 후보, '진짜일꾼' 집중유세! (2023.10.05 오후)",2023-10-05T10:00:06Z,2500,미주당. 힘내세요. 하이팅,이영애,2023-10-07T01:03:40Z,0
"[생중계] 지도부 총 출동! 진교훈 민주당 강서구청장 후보, '진짜일꾼' 집중유세! (2023.10.05 오후)",2023-10-05T10:00:06Z,2500,"군산에서 진 교훈 후보님 격렬히 응원 합니다
     승리 하십시요😊",정양자,2023-10-06T21:26:49Z,2
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,"지지하고
응원합니다",정부환 서있는돌   선돌,2023-10-03T19:44:49Z,0
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,"제2의 황운하
나라를 퇴보시키는 민주당
또 거짓선동",하바람,2023-10-02T10:30:35Z,0
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,개딸들은 지지하세요 국민은 외면합니다,태산,2023-09-30T17:42:02Z,0
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,강서구 구청장 진교훈 꼭 이겨주십시요.,J K,2023-09-22T15:16:33Z,1
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,"응원합니다 
꼭 당선되세요^^",최정자,2023-09-11T14:15:40Z,2
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,어차피 김태우 재당선 확정,Inevitable I am,2023-09-11T03:10:58Z,3
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,어메 조때부러쏘 ㅡ,이한백산,2023-09-10T12:39:35Z,0
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,"변희제가 강서구청장 후보에 검찰 출신 김태우. 경찰 출신 진교훈을 내세웠는데 검.경간 구도 라면 비판 했는데 사실  그렇지도 않다
 세세히 보면 김태우는 수사관 출신이고 진교훈은 경찰행정 전문가다.일반 행정보다 더 빡세고 치밀한게 경찰행정이다.
김태우는 행정은 1도 모르는 사람이고 진교훈은 행정가 출신이니 같이 놓고 보면 안된다. 
진교훈이 당선 되면 느려터진 구청 공무원들 정신 번쩍 들거다. 공무원들 한테는 욕바가지 일꺼고 반면 구민들은 좋다 하것지",twinsky,2023-09-10T09:24:22Z,0
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,제발 투표좀해라,3C 맘맘,2023-09-07T15:47:57Z,0
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,꼭 당선되시길,3C 맘맘,2023-09-07T15:47:26Z,2
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,지지하고응원하겠읍니다,코코,2023-09-07T06:58:11Z,3
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,진교훈 구청장 되시길 지지합니다,사랑이,2023-09-07T06:16:55Z,5
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,청렴하고 경손한 분이니 꼭 강서구청장 보궐선거에 당선되시길 기원합니다!,수남 김,2023-09-06T13:16:41Z,5
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,꼭 당선되시길 기원합니다!,수남 김,2023-09-06T12:36:57Z,5
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,진교훈 후보님 꼭 당선되세요 응원합니다,아로미,2023-09-06T02:39:41Z,5
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,"어중이 떠중이들!
권력에 맛을 쬠 봤다고,
특권의식에 길들여지려
하고만..",소마시,2023-09-05T14:38:23Z,0
"민주당, 서울 강서구청장 후보에 진교훈 전 경찰청 차장 / 연합뉴스TV (YonhapnewsTV)",2023-09-04T22:48:39Z,50,"광고군, 뱔개 연합뉴스.",neoper,2023-09-05T03:28:50Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,앞으로이재명대표님대선에도추미애는나타나지안아으면이재명대선도와주는일,장미정,2023-10-09T07:22:02Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,추미애굥깨패을대통령만든겁니다추미애는진교훈선거에나타나지아안는게진교훈도와주는일,장미정,2023-10-09T07:19:59Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,"진교훈후보님,많이 응원합니다",금옥 임,2023-10-09T06:19:56Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,"이재명은 되고,
다른 사람은 안되고?",이향우,2023-10-08T15:03:42Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,진교훈후보님화이팅하세요 ᆢ멀리서응원합니다 걱정인건윤석렬이선거표조작할까봐제일걱정입니다,샤크TV,2023-10-08T13:13:06Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,성열아  정신 친러라,o j,2023-10-08T12:12:57Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,추미애 니가 법제자다,미자 최,2023-10-08T11:51:01Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,역사에 길이길이 남을 희대의 범죄자는 이재명이 아닌가,임성례,2023-10-08T00:46:12Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,"싸울 줄 아는, 추미애 전 장관님 반갑습니다.",Naomi Y,2023-10-08T00:19:06Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,투표함 잘 지켜주세요 도둑놈들 한테서,미섭 전,2023-10-07T11:38:12Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,"윤석렬의 시대는 얼마안남았다 
건희랑 손잡고 감옥가거라",미섭 전,2023-10-07T11:37:19Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,"진교훈이 딱이여 
윤석렬에게 도덕이뭔지  교훈이 뭔지를 보여주세요",미섭 전,2023-10-07T11:36:08Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,추미애 전 장관님 멋진여성입니다,미섭 전,2023-10-07T11:34:59Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,추미애 장관님~👍👍👍👍👍,이주영,2023-10-07T09:53:04Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,추미애땜에 떨어지는거아냐??? ㅋㅋㅋㅋㅋ,안개,2023-10-06T12:49:12Z,1
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,응원합니다.,Donggen Gui,2023-10-06T04:29:19Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,진짜진짜  진교훈 승리      🎉🎉🎉🎉,최계숙,2023-10-05T06:16:03Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,추미애' 전 장관님    내년총선거에  꼭나오셔서  뱃지 다세요   응원하고 지지합니다      사랑 합니다    ❤,최계숙,2023-10-05T06:15:10Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,"김태우 실거주법  위반으로 고발 조치 하세요???   민주당은 뭐 하는지??????????????????????????????????????????????????????????????????????????????????????????????????????????????
고발 했는가요????",남성자유,2023-10-05T03:43:14Z,0
진교훈 후보에 힘실은 추미애 “윤석열이 ‘범죄자’ 김태우에 공천 준 것! 강서구청장 재보선은 정권 심판 기회”,2023-09-25T09:00:34Z,4635,라도,김창섭,2023-10-05T03:19:56Z,0
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,"진교훈님~ 
이재명대표님과두손꼭
잡으시고 당선기원합니다🎉🎉🎉",생존,2023-10-10T01:21:09Z,1
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,ㅋㅋ재명이 차타자마자 병자코스프레 화장고치느라 바쁘네..ㅍㅎㅎ,bob choi,2023-10-10T00:47:43Z,0
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,재명이 숨어서 뭘먹고 단식했길래 얼굴이 그리좋아보인다..,bob choi,2023-10-10T00:45:58Z,0
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,"사회주의 공산주의자들이 이렇게 설치는곳이 강서구인가? 그냥 평양구로해라.
예산은 김정은한테받아라",bob choi,2023-10-10T00:43:20Z,0
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,"단식했다는놈이 어떻게 몸이더좋아졌냐?
춤치고 지랄났네..",bob choi,2023-10-10T00:40:49Z,0
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,눈물이남니다,을순 박,2023-10-10T00:11:57Z,0
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,"살다보면, 조폭들의 절친 될 수 있고 검사 사칭 할수있고 살다보면,  형수썽욕할수있고 살인범 조카 변호할수 있고 형 정신병웝에 강제 집어넣을수 있고 부동산 사기칠 수 있고 살다보면, 입만열면 거짓 사기칠 수 있고 살더보면, 나 살기위해 주변 사럼 다 죽어나갈수 있고 살다보면 전과5범 될수 있지.
그렇지만  그럽놈이 당대표 되고  그런놈을  자기들의 지도자로 숭배하는  무리들은  충분히 연구대상이고 불가사의한 일이다.",김영미,2023-10-09T23:53:07Z,1
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,저 앞에서 돈봉투 송영길이 돌리고있습니다. 강서구민들 왈 아리가토~ㅋ,장현진,2023-10-09T22:43:14Z,0
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,"팔레스타인 무장단체 하마스가 2023/10/07(유대인안식일, 현지시간) 이스라엘을 기습공격하였다.
전쟁이 시작된 것이다.

북한의 대변인 활동으로 여념이 없었던 돌대가리 돌돌돌 믄재이니, 김정은군을 알현하기 위해 쌍방울을 활용(대북송금리스크)한 쌍스럽고 신뢰불가능한 이재명, 국정은 뒤로하고 선전선동(국민농락)으로 대한민국의 혼란을 야기하고 있는 더불어사회공산화당에 들어보자.

북한이 기습공격하였다 하자, 어찌할 것인가다.
국민여러분, 하마스의 이스라엘 기습공격과 같은 북한의 기습공격 없으리라 단정할 수 있을까요 ?
국정안정 & 유비무환, 반공방첩입니다.",アユイ,2023-10-09T22:15:18Z,0
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,이재명 👍,Victoria,2023-10-09T21:58:39Z,1
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,👍👍👍,Victoria,2023-10-09T21:54:29Z,1
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,여기는 북한사람들 집단인가? 멀쩡한 나라가 망한다 하고. 범죄 전과자를 응원한다고 하고. 오로지  범죄피의자 방탄 민주당을 지지 한다고 한다.  것도 광적으로. 사이비 종교집단의 부흥회라도 하듯이.  ~  나라가 망한다면서  추잡한 엉덩이를 흔들면서 춤을 춘다고? 보여주는  방송국이나 그걸보고 좋다는 댓글러들이나 한심하다.  ~~,soso,2023-10-09T21:02:20Z,1
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,"보복과 갈등 민주?
니입에서 그런소리하면안되지
니인생시작은 깨끗했는데
법카인생밖에더되니?
묘사꾼에 불륜패륜 사람얽어매는 잔기술",이보기,2023-10-09T20:59:47Z,2
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,진교훈 후보 압승하길 바람니다!! 그것을 가진뒤 권력에 취하지 말길 바람니다,오콩가,2023-10-09T20:47:46Z,3
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,국민의힘 보아라  이것이  국민의  소리다,가을풍요,2023-10-09T20:33:47Z,2
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,김건희 윤석열도 범죄혐의자들이다..베푼데로 돌아가리라...,peony,2023-10-09T20:30:35Z,1
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,"진교훈 후보님 압승하여 현 폭정정권 심판합시다.
이재명대표님 쾌차 기도합니다",김해영,2023-10-09T20:16:05Z,10
"[LIVE] 이재명, 오늘 오후 퇴원…강서구청장 보궐선거 유세 참석/21일 만에 퇴원…""자택에서 당분간 회복 치료""/2023년 10월 9일(월)/KBS",2023-10-09T13:19:14Z,1793,찢 화이팅 얼마안남았다 감방갈시간이ㅎ 가기전에 뷰션이 뵹쥐사용료지불해라 법카로말고 니돈으로 쎆뀌야ㅎ 니마눌 혜경궁이 뵹쥐사용당하고 사용료도 못받으면 좋겠냐 띱새야,ㅇ,2023-10-09T19:58:57Z,2
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,나쁜 국짐들 망할수있도록 꼭 승리하십시오🎉🎉🎉🎉🎉🎉,사랑천사,2023-10-09T02:15:00Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,"이재명 아 너는 경북 영양군 예안면에서 출생한 촌놈 이며 너의 애비 와 어미는 계돈을 사기치며
이자를 놔 주겠다고 속이다가 이재명 너의 부모는 야반도주 했던 사기꾼 인 것을 모두 알고 있다.
경상북도 예안면(산골짜기)에 야반도주 했으며 경북 사람은 다 알고 있다. 경상북도 예안면에서
이재명 너의 애비는 담배농사 조합의 담배 수납금 왕창 탈취후 경기도 성남시에 야반도주 했었다.",김인석,2023-10-07T23:17:32Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,"이재명은 중학교 고등학교시절 형무소에서 생활했던 것을 국민을 속이며 대통령 선거에 출마했을 때 
밝혀지지 않았던 것이며 이재명 과거 행적을 알만한 사람들은 모두 알고 있다 정신 넋 빠진 놈 아.
이재명 일가친척 가족놈들 과 경주이씨 가문의 사람들은 전부 알고 있으며 음흉하게 속이고 있었다.
이재명 너의 행적을 성남시장 2회. 경기도지사 재직시 알만한 사람과 깡패조직은 모두 잘 알고 있다.",김인석,2023-10-07T23:17:16Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,삐뚤어진 부동시 한테는 삐뚤어 진 놈이 바르게 보이나?,Andy J,2023-10-01T07:08:02Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,진교훈님^^승 승리 🎉👍,최우정,2023-10-01T02:02:53Z,2
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,강서구민전쳬가 들고 일어섰다 주민을 개로 안다고  윤석열 씨 이번에 당신 심판 인거다,chubasko5 안,2023-09-30T10:58:41Z,1
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,"강서구민이자  유권자 여러분  !
여러분 모두는  오는11일  강서구  보궐선서에서  
미친정권을 심판하는  판사님들 입니다  썩어 문드러진 사법부에게  미친정부에게  
정의가 무었이고  옳바른 판결이 어떤겄인지 똑똑히 보여주시길 바랍니다 !",찬찬,2023-09-30T03:09:48Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,진교훈💙💙💙💙💙💙💙💙,핵펠레,2023-09-26T01:31:39Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,군더더기 없이 깔끔하네요 굿~~~,jh k,2023-09-25T01:19:12Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,"존경하는 이재명이라
우리의 주적은 누구인가요",Bryan ko,2023-09-24T23:04:43Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,똘똘해보이네요착해보이기도하고요강서국민여러분진교훈후보자많이사랑해주십시요🙏,이명옥,2023-09-22T09:13:57Z,1
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,🔊🔊🔊강서구 주민분들 투표를 잘못하면 인생이 불안합니다. 안심.안정.민생 🔊 1️⃣진교훈,가현,2023-09-22T06:01:12Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,진교훈 후보님 꼭 당선되세요 ♡♡♡,최정자,2023-09-19T03:38:04Z,1
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,진짜윤짜장머리속에는국민들이개돼지로보이나봐요어쩜김태우비리때문에하는건데이건아니죠벼락받으라니네들은사람도아니다,한순희,2023-09-19T03:29:22Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,뭔가 꺼림직 한 사람,박철,2023-09-19T01:45:18Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,진교훈후보님. 홧팅,수수박이,2023-09-18T11:46:17Z,1
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,"후안무치?  잊지 않는다 . 아니 국민이 동의 하지 않는 5년  짜리가 = 청와대 이동, 후쿠시마 오염수, 세계스카우트 잼벌리,  양평고속도로,  홍범도 장군 무시,  해병대 사병 사고사, 이태원 사고, 오송지하차도 사고 처리 ? 한동훈 과 검사출신의 행태들   - 두고 보자 두고 봐라 심판대에  올려서 - 왜이리 죄를 쌓아 가는가? 김태우 특사로 나와서 또 강서구청장 출마? 대단하다",너와 함께,2023-09-18T04:43:28Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,반드시 당선하도록 민주당은 죽을각오로 도워야합니다,MUSB,2023-09-17T23:45:56Z,1
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,진교훈후보화이팅법을자기잘못으로형을받은놈이특별사면으로재공천세계어느나라도없어강서구구민여러분국힘윤건희일가심판그리고나라을송두리채일본에바친집권깡패도독놈들나라에살지못하게추방하여못된놈잡아먹는지옥으로보내자민주당이재명기필코승리새날이오고새로운나라국민을위한그날까지온국민들촛불되어역사을다시세웁시다검찰공화국손이발이되도록빌고국민앞에사죄하는날대한민국만만세그날까지,고용보,2023-09-17T11:59:43Z,0
"진교훈 더불어민주당 강서구청장 후보 ""이번 선거 퇴장당한 선수 다시 입장하게 만든 국힘에 대한 심판""",2023-09-15T02:43:43Z,494,문제가 있어서 강서구청장직에서 물러났던 인간을 다시 강서구청장 후보로 내놓는다는 것 자체가 국짐이 얼마나 국민을 우습게 보고 강서구민들을 우습게 보고 있다는 것인가? 이말인 즉. 강서구민들은 어차피 민주당쪽 후보가 아니라 무조건 국짐후보를 찍을것이라는 거만한 행동에서 나오는 것 아닌가? 이런데도 강서구민들이 민주당후보 진교훈후보가 아니라 국짐후보이자 문제를 일으켜 강서구청장직에서 물러났던 국짐 김태우를 다시 강서구청장으로 뽑아버린다면 국짐이 생각하듯 결국 스스로 개돼지라는 것을 인증하는 꼴이지. 진교훈후보가 김태우보다 정말 비리가 많고 인물이 못한 후보라면 별말 않겠지만. 객관적으로도 진교훈후보가 강서구를 위해 더 발벗고 뛸 수 있는 인물이라는 것. 강서구민들이 이번에는 제대로 된 후보를 뽑아줄 것이라 믿으며 한 마디 적었습니다.,회색늑대,2023-09-17T08:11:42Z,1
"퇴원 후 진교훈 지원 유세 나온 이재명 ""압도적 승리로 국민의 무서움을 증명해달라!""",2023-10-09T09:54:03Z,20648,"이겨야 한다.
진교훈후보가 강서구을 발전시켜야 한다.
진교훈후보 1번.  진교훈후보을 강서구청장으로 당첨 시켰야합니다.",영희 김,2023-10-10T01:27:11Z,0
"퇴원 후 진교훈 지원 유세 나온 이재명 ""압도적 승리로 국민의 무서움을 증명해달라!""",2023-10-09T09:54:03Z,20648,윤석열 정권.검사 정치를 끝내고 참다운 민주정치로 약자를 보호하고 그들의 권리를 되찾아줍시다.대기업과 부자와 갑질에서 건져냅시다...소시민들과 소상인들과 노약자들도 함께 살 수 있는 대한민국을 이재명은 해낸다...반드시 불굴의 투지로 390번 압색과 감찰을 이겨낸 이재명..기네스북감,Andrew Park,2023-10-10T01:22:42Z,0
