동영상 제목,게시일,영상 좋아요 수,댓글,작성자,댓글 작성일,댓글 좋아요 수
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,"그래서 대책은 있고? 만약 구청장 되면 생깔라고?
정의당이 서민과 노동자를 표방하고 나섰는데
지금 정의당 꼴을 봐라, 진보, 민중, 개혁을 표방하고 있는 이재명 구속 가결을 하는 행동으로 그런 소리가 입밖으로 나오냐? 그냥 너희들도 윤석렬과 다름없는 입벌구들이다. 심상정 정말 실망했다. 반드시 당신의 인생 막판은 비참할 것이다. ㅆ ㅂ ㄴ",박정철,2023-09-25T15:56:26Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,국짐 2중대... 개가 똥을 끊냐?,봉봉,2023-09-24T15:22:01Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,정의당아사라져라,국사봉ktv,2023-09-23T13:57:09Z,4
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,"정의 없는 정의당
폭망기원",진철수,2023-09-23T11:13:56Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,단체로 가결 던진것들아 총선때보자 응징 당할것이다 그때가서 봐주세요 해봐아 늣었다,창공,2023-09-23T09:13:46Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,"정의당은 사라지세요
다신 당신들을 뽑지 않을것입니다",장은주,2023-09-22T22:13:51Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,니들이 또 고추가루뿌려서 국민의힘 당선돼게할려구?,우물쭈물,2023-09-22T18:32:37Z,3
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,정의당 ??? ㅋㅋㅋㅋ,김영호,2023-09-22T12:31:44Z,3
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,"정작 강서구의 주요 현안인 전세사기 얘기는 없고 검찰, 경찰 얘기밖에 없는 국힘, 민주당 너무 실망스럽습니다",민현종,2023-09-18T01:38:37Z,1
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,응원합니다~!!,이광임,2023-09-17T14:08:17Z,0
"전세사기·깡통전세 피해가 가장 심각한 곳, 바로 강서구입니다 ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #전세사기 #깡통전세",2023-09-16T08:16:54Z,40,"공약은 걍 공약일뿐이다!
당선되면 나몰라라 정치인들 신물난다!",김종근,2023-09-16T08:26:39Z,2
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,정의없는당,doo mong,2023-10-04T05:51:28Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,공정과 정의 신뢰를 짓밟아 버린 윤썩열-거니의 한패거리에 불과한 심상정과 당정 대표자들은  더 이상 서민 노동자의 대표진보가 아니고 늙은 실속파 여우들로 퇴색 되어 버린거다.,News letter,2023-10-03T03:58:08Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,사라져라,Socheat Choch,2023-10-02T09:51:18Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,이번 재보궐과 총선에서는 정리당은 확실히 폐기처분 시켜줄게,조상현,2023-10-01T11:29:55Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,정의당은 이제그만해라,EUNHEE PARK,2023-10-01T11:13:36Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,어디서 약을팔아~~,결,2023-10-01T06:57:53Z,1
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,"0.3프로득표
국짐2중대",백종업,2023-10-01T00:32:01Z,4
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,좌파의 탈을쓴 기회주의당,daewoo kim,2023-09-30T13:21:29Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,"정리당,,,,국민의짐,,2중대,,주댕이당",장영호,2023-09-30T06:26:00Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,"선거철 되면 딴소리 하다
선거끝나면 철저히 국힘2
중대로 꿀 빠는것 몇년간
잘 봤습니다 
달달한 국힘2중대도 이제
얼마 안 남았습니다~~^^",커피사장,2023-09-30T06:25:45Z,6
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,꺼져라,Gustav Rob,2023-09-28T00:28:55Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,돈아깝게  왜나오는지,서부장,2023-09-28T00:13:30Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,짐당이나 정의당이나,go go re,2023-09-27T23:43:30Z,4
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,대한민국에 아무 쓸모 없는 당. 정의당,won ssang,2023-09-27T05:11:12Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,파시스트의 개들아,a monsoon,2023-09-27T03:10:36Z,0
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,너희들의 존재이유는 없어… 그렇기 때문에 댓글 쓰는 것도 아깝다,김동재,2023-09-26T19:30:35Z,5
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,정의당 이번선거도 국힘당 도우나?,Soonae Choi,2023-09-25T19:17:21Z,14
"강서구, 윤과 이의 격돌전이 되고 있습니다ㅣ 강서구청장 후보 권수정 #정의당 #권수정 #강서구청장 #강서구청장후보",2023-09-25T07:48:20Z,31,이번에는 권수정으로 결정했습니다. 주변에 널리 알려서 투표독려 해야겠네요.,민중총궐기,2023-09-25T11:00:29Z,0
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,정의없는 정의당 그따위로 행동하고 또 표달라고 하다니 정말 파렴치한것들이네,쓰레빠,2023-10-08T20:02:00Z,0
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,아직도 정의당이 있나요?,귀염둥이 차지2,2023-10-08T11:13:27Z,0
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,취미로  정치하는 진보계의 쉬래기정당 ?,이종렬,2023-10-08T11:05:49Z,0
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,심상정은 서결이랑 날마다 무슨 통화할까,하소연,2023-10-08T07:24:53Z,0
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,이번엔 무슨 방법으로 국짐당 도우려 나오셨나 몰라,하소연,2023-10-08T07:20:36Z,2
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,"정의뒤진당 
대선토론때 윤돼지 답변해야하는데 낚아채며 도와줬지
심상정아들결혼식에 윤돼지화환 ㅋㅋ",개소리는속으로해라98,2023-10-08T03:58:16Z,0
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,상정아 내년총선 전국전체 출전해봐 단한석도 안되지,문병삼,2023-10-07T22:20:53Z,2
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,"쟈들 신기하네 당원이 없는데
빛은 어케 갚고 선거활동은 어케 하는거야 ㅡㅡ
더 신기한건 니들 100명줘도 ㅋㅋ
용혜인 한명을 뽑게따 ㅋㅋ",암내메세지,2023-10-07T18:51:43Z,1
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,주접이란 주접은 다하고 있으니..,홍광학,2023-10-07T17:38:17Z,1
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,미몽에서 헤매고 있구먼..,홍광학,2023-10-07T17:37:23Z,1
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,정의에는 아무말 없는당ㅋ,Ssun C.,2023-10-07T15:07:51Z,4
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,꺼지라. 꼴배기싫다. 감사합니다,형일 김,2023-10-07T09:48:55Z,1
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,장혜영 되게 웃기네 ㅋㅋㅋ 지이름 붙은 조끼 입고 왔네 ㅋㅋㅋㅋㅋ,운드,2023-10-07T07:41:21Z,3
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,옛날엔 많이 지지했습니다. 하지만 지금은 진심으로 그냥 사라졌으면 하는 당입니다.,운드,2023-10-07T07:40:53Z,7
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,힘내라! 정의당!,수원딴따라,2023-10-07T06:39:56Z,2
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,구청장은 생활 정치인,Bolog,2023-10-07T05:55:59Z,1
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,👍👍👍,붉은돼지,2023-10-07T05:53:46Z,2
"[생중계] ""모두 함께 방화사거리!!"" 권수정 정의당 강서구청장 후보 집중유세ㅣ방화사거리",2023-10-07T17:51:21Z,25,"헛 수고 그만해라!!!!!
정의없는당",morning,2023-10-07T05:52:20Z,4
사람의 안전과 생명을 두고 '감수해도 좋을 위험' 같은 건 없습니다. ㅣ 강서구청장 후보 권수정  #권수정 #강서구청장 #핵오염수,2023-09-05T10:09:33Z,74,"정의당 용혜인 의원처럼 현 정권에 
제대로 바른 소리 하고 옳은 소리많이 해주세요..
지켜 보겠습니다..대한민국 정치는 아직 피가 필요한가 봅니다..
옳은 정치 부탁 합니다.",태야,2023-10-07T15:41:56Z,0
사람의 안전과 생명을 두고 '감수해도 좋을 위험' 같은 건 없습니다. ㅣ 강서구청장 후보 권수정  #권수정 #강서구청장 #핵오염수,2023-09-05T10:09:33Z,74,"정의당인게 쪽팔려서 정의당은 엄청 작게 표시했네!

너희들이 하는짓이 일베보수애들이 숨어서 욕하다. 걸리면 모른척한 방식이다. 제발 사라져라",Seunglok Oh,2023-10-06T17:24:17Z,0
사람의 안전과 생명을 두고 '감수해도 좋을 위험' 같은 건 없습니다. ㅣ 강서구청장 후보 권수정  #권수정 #강서구청장 #핵오염수,2023-09-05T10:09:33Z,74,"너나 매든지 말든지
존재하지 않는건 니 미래
윤 닮았냐?
보고 읽은것 밖에 못하냐?
능력이 안되면 짜져있든지
머리도 나쁜게 욕심만 가득차서
ㅉㅉㅉ 꺼지라이",야민어,2023-10-03T10:44:50Z,0
사람의 안전과 생명을 두고 '감수해도 좋을 위험' 같은 건 없습니다. ㅣ 강서구청장 후보 권수정  #권수정 #강서구청장 #핵오염수,2023-09-05T10:09:33Z,74,"강서구주민들 제발 정의당ㅇ1표도주지마세요
큰일납니다 표분산되고 의미업습니다
여러분의 소중한ㅇ1표를 갈라치기하는 재수없는 쥐새키에여 
앞으로 총선대선 정의당은 절대 표주지맙시다
대의를위해 진ㅂㅗ 정의는 후보내지마라고 좀
이 닭새키드라",김사랑,2023-10-03T03:59:38Z,0
사람의 안전과 생명을 두고 '감수해도 좋을 위험' 같은 건 없습니다. ㅣ 강서구청장 후보 권수정  #권수정 #강서구청장 #핵오염수,2023-09-05T10:09:33Z,74,"이잼옆에서 시위현장서 이잼덕에 지지율다시끌어올리곤
탄핵가결을 6표나 당정안으로 밀어부치다니
애라이 니들머냐구
이 수박당아 국힘당이라고부르마 이제
작은국힘당~~",김사랑,2023-10-03T03:57:08Z,0
사람의 안전과 생명을 두고 '감수해도 좋을 위험' 같은 건 없습니다. ㅣ 강서구청장 후보 권수정  #권수정 #강서구청장 #핵오염수,2023-09-05T10:09:33Z,74,"사퇴해라 !  민주진영의 표를ㅇ갉아먹는 바퀴벌레같은 쥐새키당아!
결국은 일본당에 도움되는 국짐당에 도움주는 미친당 없어져야할 당 !!
앞으로 다시는 촛불시위도나오지마라
이잼 탄핵 가결을 당정확정지엇엇지ㅇ!  확 폭탄던져버린다 니들!  총선 대선때도
얼마나 니들이 민주진영표를 두갈래로 갈라치기할텐가
진보당 정의당 대의를위해
둘다 후보내지마라 18  니들진짜 생각좀하고 살어라
특히 정의엇는 기회주의당아
두번다시니들 이잼근처도 오지마라
시위에나오지마라 다시는",김사랑,2023-10-03T03:55:14Z,0
