동영상 제목,게시일,영상 좋아요 수,댓글,작성자,댓글 작성일,댓글 좋아요 수
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,"정의당에 하도 실망만해서 이제 당도 기본소득당으로 투표할겁니다
정의당 이름도 바꾸셔야 할거같은데요...정의가 뭔지도 모르는당...",이진영,2023-10-02T13:47:05Z,2
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,"웃음이 나오냐 
미친 정당
처절하게 당해봐
국힘2
ㅆㅂㄴㅇ",행복중,2023-10-02T13:12:17Z,0
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,역시 국짐2중대...서이초교사 죽음에 대한 민주당의 묵념 사진도 사악한 의도로 이용한 것들...너희는 국힘보다 더 악랄하다. 총선후 소멸될것이다,김동규,2023-10-02T10:42:40Z,0
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,정의당은 망해야 한다,YS Oh,2023-10-02T10:01:20Z,0
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,고추가루 정당!!! 빚은 다 갚고 해산하길...,바다,2023-10-02T05:38:45Z,0
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,국힘2중대,에스테르,2023-10-01T17:48:42Z,0
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,ㅋ  차라리 무소속이 나을텐데,결,2023-09-30T14:13:56Z,1
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,부끄럽다.. 없어 져야 할것 같은 당이다,콩복아빠,2023-09-30T04:10:41Z,9
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,무소속인게 더 득표에 도움이 될텐데 윤석열이 2중대로 밖에는 안보이네 ㅉㅉㅉ,임창섭,2023-09-29T13:34:01Z,6
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,"기득권을 조금이라도 얻고자 국짐이라는 악마와도 계약하는 정의.. 아니 부정의당 앞으로 지역구고 비례고 다 없는줄 아세요. 덧붙여서 진정한 진보를 추구하는 '기본소득당' 응원하고 지지합니다. 용혜인의원 힘내세요!!! 

기본소득당>>>>>>>>>>>>>>>>>>>>>>>>>>>>>>국짐=정의당

동의하면 좋아요 부탁드려요^^",꿈이있는자유,2023-09-29T05:36:29Z,5
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,진보표 분산이  목적임,김대수,2023-09-28T22:16:14Z,4
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,뭐가 그리 즐겁니,s,2023-09-28T03:40:02Z,0
"""베테랑 권수정입니다""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정 #방신전통시장 #가양역",2023-08-29T06:42:26Z,74,꺼져라,s,2023-09-28T03:39:35Z,0
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,Isn't North Korea a society where close acquaintances are openly monitored?  Do you want to take a step closer to the North Korean society under surveillance?? Don't you feel that spies are still coming down and spreading the atmosphere of being watched by our South Korean society!!,gtfhjg47ghs,2023-10-02T01:28:21Z,0
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,가까운 지인들끼리도 공공연하게 감시당하는 사회가 북한 아닌가요?  감시 당하는 북한사회로 성큼 더 다가가길 바라나요?? 지금도 간첩들이 내려와 우리 남한사회에 감시당하는 분위기를 퍼뜨리고 있는거 못느낍니까!!,gtfhjg47ghs,2023-10-02T01:28:17Z,0
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,김태우님  화이팅 !,이해숙,2023-09-29T11:01:30Z,0
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,그래 인물없냐?,toto,2023-09-27T10:02:18Z,0
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,반국가세력과 싸우지 않는 국민의힘 으론 안된다 자유통일당 으로 뭉쳐서 제대로 싸워보자,강나이스,2023-09-17T08:33:50Z,0
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,"ㅋㅋㅋㅋㅋㅋ 어이가 없네 ㅋㅋㅋㅋㅋ
윤석열 대통령 특별사면 클라스",pionar lesmordo,2023-09-12T16:55:24Z,1
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,"국찜당 
국민의 뜨거운 맛을  보여 줘야 합니다
제대로 심판합시다",강테리,2023-09-10T09:54:26Z,0
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,윤석열 김태우한테 약점 잡혔나 못나가게 하면 이상한 말 할까봐 차라리 떨어지서 자연스럽게 혹 하나 떨어지길 바라는건가 ㅎ,Naeuhk Park,2023-09-09T03:19:44Z,0
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,김태우 화이팅,키다리,2023-09-06T14:43:07Z,1
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,ㅣㄱㅂ,강서방,2023-09-06T03:13:13Z,0
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,김태우 님  응원합니다,나팔신박성우TV,2023-09-03T20:57:27Z,1
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,대단하네. 강서구 구민 지능 테스트인가??,노권문,2023-09-03T15:52:38Z,8
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,"자............강서구 수준좀 보자...... 윤뚱 멋같은 사면 받자마자, 지때문에 국민 혈세가 투입되는 선거에 낮짝 드리밀었으니....우찌 될까",First.A,2023-09-03T14:47:31Z,7
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,ㅋㅋ 다시 뽑히나 에라이,bjkim5015,2023-09-03T14:37:31Z,5
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,차라리 국회의원 선거에 출마해서 강선우와 한판승부해라,최요한,2023-09-03T13:47:30Z,4
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,"지자체 보궐선거는 지자체에서 선거 비용을 부담해야 하는데,  보궐선가 만든 당사자가 나올려고 하다니.  민주당은 강서구 국회의원 3명이 미는 후보들이 3명이라 다 다르다던데.",페소아러브 ,2023-09-03T13:20:30Z,2
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,저 박쥐같은 자. 저런 별볼일 없는 범죄자를 풀어준 자가 범인이다.,Grace,2023-09-03T12:11:56Z,3
"'총선 전초전' 강서구청장 보궐선거 촉각…김태우도 ""재출마"" / JTBC 뉴스룸",2023-09-03T11:08:53Z,28,"역대ㅡ이렇게 국민을 무시한 자와 정당이 있었나?
보궐을 만든 범죄자가 재출마라니? 기가 막히네요.",AHJ Joo,2023-09-03T11:45:46Z,15
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,김태우 유죄확정된 범죄자가 윤똥의 사면으로 억지로 나오고 너땜에 재보궐 하는건데 거길 또나가냐 아오,행복하세요여러분,2023-10-09T14:57:57Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,"정의당
누굴 지적하나
부끄러운 줄 알아라",이건우,2023-10-09T03:52:57Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,"네거티브로 남깎아내리지말고 너희 이력 공약으로 해라
윤석렬때도 그렇게 이재명 까대고 토론태도 불성실하더니 똑같네
개돼지들이 그때만큼 많지않단다",피비,2023-10-08T23:10:50Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,"월급 받지 않는다
부조리로 탈취할려고",주님자녀,2023-10-08T20:52:16Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,"촛불은 사회민주당,진보당
기본소득당에 힘 실어주면 됩니다
(용혜인같은 국회에서
시원한 지적 인재를 찾읍시다)",조용한아침,2023-10-07T23:13:19Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,"정의당   국힘  2중대
윤석열  대통령  만든걸로  부족하냐?",초고속달팽이,2023-10-07T23:12:34Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,왜 나머지 후보는 않나오나?   이건 공정성에도 위배되고  사기다.,choonroh ahn,2023-10-07T20:22:10Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,공약은 없고  서로 헐뜯기 ㅋㅋ,vc jhd,2023-10-07T11:50:05Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,"청렴하고 일잘하는 진교훈후보 진정한 일꾼입니다.
나그네 강서구민 김태우는 아웃되어야합니다",시나브로,2023-10-07T09:49:54Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,정의없는 즈엉이당 무얼 찾아 헤메이나,jcircle.s,2023-10-07T08:00:32Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,박원순 오거돈 때 쓴 돈은 기억못하나보네,오박사,2023-10-06T13:47:35Z,1
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,이게가능 굳이 안 해도 될 투표를 40억을 주고 해이하는…,Sharon Hwang,2023-10-06T12:21:22Z,2
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,바른정의 사회 공익과 국민을 일하는 일꾼 진교훈 입니다 승리합니다 이길겁니다,손종현,2023-10-06T09:06:22Z,5
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,범죄자를 사면해주고 보궐선거제공자가 다시 나오는 이 어처구니없는 일은 법치를 내세운 굥정부의 민낯을 보여주는 사례임.생각이란걸 한다면 누굴 찍어야 할까요 !!,토끼귀,2023-10-06T02:46:05Z,6
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,정치경력 급조래ㅋㅋㅋㅋㅋㅋㅋ 진짜 코미디한다 태우씨,방요한,2023-10-05T16:02:08Z,4
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,"ㅎㅎ 퇘퇘퇘 사기꾼 처럼 생겼네...
사기치지지마라",오예,2023-10-05T07:43:40Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,김태우 후보님 승리 기원합니다🙏🙏🙏,현상태,2023-10-05T05:08:25Z,2
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,"빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 돌아다니세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 정신 차리세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 자주국방 힘쓰세요.🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩
빤쓰목사 전광훈. 빤쓰 입고, 옷 입고 감기조심하세요.      🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩🚩",원고성,2023-10-05T01:53:17Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,"정의당은 끼지마
국짐2중대야",진철수,2023-10-04T23:50:09Z,0
"""정치 경력 급조"" vs ""후보 자격 없어""...TV토론 격돌 / YTN",2023-10-03T15:12:07Z,79,왈. 찍지마 ㅅ8 정말 열뻗친다 ㅅ8. 진짜 나도...,jin jj,2023-10-04T16:45:20Z,0
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,"하아.. ㅅㅂ 아기상어
이제는 애들 듣는 노래로....",전군,2023-10-09T02:59:27Z,0
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,이분은 매력이 넘치시네~~,헌기 김,2023-10-08T04:06:46Z,0
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,솔직히 정의당에서 국민의힘의 모습이 보여요~ 아무리 말만 번지르르 해봤자~ 결론은 국민의힘과 같은길..,성실과 노력,2023-10-06T00:41:28Z,0
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,돈 좀 있나봐. 망쫀데. 아님 상대방에서 주나 ㅎ,aaBDBLOCKbb,2023-10-03T08:20:46Z,0
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,"ㅎㅎ 뭐하는 거냐? 
진보표 갉아 먹고 
국힘 도와주자는 
국힘 2중대네",해장은피자,2023-10-02T08:55:33Z,1
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,"국짐 2중대로 민주진영을 파괴한 정의당 과연 니들에게 투표한 국민들이 아직 남아 있을거라고 생각하냐
이번 총선에서 정의당은 국민의 심판을 받아 해체수준의 총선 결과를 받을거라고 난 예상한다 ~
니들 정의당에겐 절대 투표안해 ~~~",강남서민,2023-10-02T05:28:08Z,1
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,C8 매국노새끼들. 양심이 있으면 당해체하고 심상정 미친년 쫒아내라.,MrRaccoon애니멀튜브,2023-10-01T20:00:33Z,1
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,"민주주의 敵, 심상정의당만 대선에 그 개뻘짓하며 국힘을 사실상 측면지원하고 표분산으로 진보 민주진영이 피해일것을 알면서도 완주한 천하의 미친xx 욕심때문에 극우정권이 들어섰다. 정의당 너네는 공중분해로 끝날께 아니라 그 만행을 국민에게 한년 한년 심판받아야한다. 롤대리 심상정과 윤석열의 관계부터 심판받아야한다.",John Kim,2023-10-01T09:34:21Z,2
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,되면 좋고 안되면 뭐 말고... 정치동아리. 노회찬 잡아먹은 정의당. 내 아까운 비례표들... 취미정치 부럽네.,Kyung Seo,2023-10-01T04:56:21Z,1
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,니들이야말로 그동안 뭘했나? 그동안 철저하게 윤석열 2중대 아니었나? 감히 누가 누굴 비난하나? 진보의 탈을쓴 기득권 기회주의세력.,김미진,2023-10-01T04:52:19Z,1
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,몇 프로 나올지 아주 기대된다. 0.1이하로 나오길,Seung-Yong Lee,2023-10-01T02:09:02Z,2
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,"도대체누구한데 멀받고 이년들 선거때마다 이지랄하나 @  노동자들 투쟁때 아에안뵤이고 노동자들이용하곤 국짐도와주고 노동자들 등에다 칼빵놓네
시민여러분 정의당찍지마세요 국짐입니다
정의당 끝낫어여
민주당으로 깨시민들은 힘합치셔야합니다.정의당은 국짐과합치면됩니다
대선때마냥같은짓거릴또하고잇네요",김사랑,2023-09-30T15:52:02Z,1
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,ㅋㅋ 맛탱이 갓군. 꺼지삼,철희유,2023-09-30T14:24:05Z,1
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,보수정의당은 사라져야 할 정당.진보가 보수에 달라붙다니.보수정의당은 국힘으로 가길.,cola Y,2023-09-30T11:46:19Z,1
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,진짜 정의당은 국힘보다 못한당..,셔노,2023-09-30T10:21:00Z,3
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,정의없는 국힘 2중대 정의당,이통통,2023-09-30T06:21:26Z,1
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,체포동의 찬성이 당론이고 6명 모두 찬성했지? 그러고도 니들이 민주정당이냐?,개집,2023-09-30T04:12:47Z,4
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,"난 이 영상에 달린 ""싫어요"" 숫자기 궁금하다.",포도이야기,2023-09-30T04:04:28Z,2
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,정의따위 팔아 먹고 국짐 2중대 되어버린 정의당 너무 응원합니다 :),우히히,2023-09-30T02:59:45Z,2
[강서구청장 보궐선거]정의당 권수정 로고송영상ㅣ아기상어,2023-09-28T07:23:10Z,10,"정의당 응원 합니다
대한민국에서 영원히 사라지길 간절히 응원 합니다",웰컴,2023-09-29T23:15:23Z,4
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,"니들이 국민을 한게 무엇이냐?
웃지마라
주먹 나가고 싶으니까",야민어,2023-10-03T11:27:31Z,0
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,꺼저라이,행복중,2023-10-02T15:12:52Z,0
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,"권수정은 사퇴하고 정의당은 해산해라
표수라는 표현도 쓰지마라 
정의당 6명 보다 기본소득당 용해인  1명보다 못한당",박경환,2023-10-02T10:42:14Z,0
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,"진보표  분산 목적이네  ! 확실히 국짐이네,",김대수,2023-09-28T22:08:57Z,2
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,미친..총선에서 기본소득당에도 밀릴게 뻔히 보인다.,행부자TV,2023-09-28T07:00:50Z,4
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,정의당은 저물어가는당ㅠ 왜 여기에...,둘리,2023-09-24T11:41:48Z,2
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,정의당은 망했지,yual,2023-09-24T09:37:19Z,2
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,가뜩이나 정의없는 정의당에 인물도 없냐?,블루블루,2023-09-24T09:10:07Z,1
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,"정의당 권수정 후보의 보육, 보건복지 공약 응원합니다",민현종,2023-09-18T01:36:30Z,0
"""권수정의 강서구""ㅣ정의당 권수정 #정의당 #강서구청장 #권수정",2023-08-29T06:23:13Z,54,강서구가 니꺼냐?,정승수,2023-09-17T00:18:52Z,2
